"module name","license","repository"
"katex@0.16.47","MIT","https://github.com/KaTeX/KaTeX"
"khroma@2.1.0","MIT*","https://github.com/fabiospampinato/khroma"
"layout-base@1.0.2","MIT","https://github.com/iVis-at-Bilkent/layout-base"
"layout-base@2.0.1","MIT","https://github.com/iVis-at-Bilkent/layout-base"
"lazy-val@1.0.5","MIT","https://github.com/develar/lazy-val"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"lodash-es@4.18.1","MIT","https://github.com/lodash/lodash"
"lodash.escaperegexp@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"long@5.3.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"longest-streak@3.1.0","MIT","https://github.com/wooorm/longest-streak"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lowlight@3.3.0","MIT","https://github.com/wooorm/lowlight"
"lucide-react@0.453.0","ISC","https://github.com/lucide-icons/lucide"
"markdown-table@3.0.4","MIT","https://github.com/wooorm/markdown-table"
"marked@14.0.0","MIT","https://github.com/markedjs/marked"
"marked@16.4.2","MIT","https://github.com/markedjs/marked"
"marked@17.0.6","MIT","https://github.com/markedjs/marked"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"mdast-util-find-and-replace@3.0.2","MIT","https://github.com/syntax-tree/mdast-util-find-and-replace"
"mdast-util-from-markdown@2.0.3","MIT","https://github.com/syntax-tree/mdast-util-from-markdown"
"mdast-util-gfm-autolink-literal@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-gfm-autolink-literal"
"mdast-util-gfm-footnote@2.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-footnote"
"mdast-util-gfm-strikethrough@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-strikethrough"
"mdast-util-gfm-table@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-table"
"mdast-util-gfm-task-list-item@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-gfm-task-list-item"
"mdast-util-gfm@3.1.0","MIT","https://github.com/syntax-tree/mdast-util-gfm"
"mdast-util-mdx-expression@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdx-expression"
"mdast-util-mdx-jsx@3.2.0","MIT","https://github.com/syntax-tree/mdast-util-mdx-jsx"
"mdast-util-mdxjs-esm@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdxjs-esm"
"mdast-util-phrasing@4.1.0","MIT","https://github.com/syntax-tree/mdast-util-phrasing"
"mdast-util-to-hast@13.2.1","MIT","https://github.com/syntax-tree/mdast-util-to-hast"
"mdast-util-to-markdown@2.1.2","MIT","https://github.com/syntax-tree/mdast-util-to-markdown"
"mdast-util-to-string@4.0.0","MIT","https://github.com/syntax-tree/mdast-util-to-string"
"media-typer@1.1.0","MIT","https://github.com/jshttp/media-typer"
"memoize-one@6.0.0","MIT","https://github.com/alexreardon/memoize-one"
"merge-descriptors@2.0.0","MIT","https://github.com/sindresorhus/merge-descriptors"
"mermaid@11.15.0","MIT","https://github.com/mermaid-js/mermaid"
"micromark-core-commonmark@2.0.3","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-core-commonmark"
"micromark-extension-gfm-autolink-literal@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-autolink-literal"
"micromark-extension-gfm-footnote@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-footnote"
"micromark-extension-gfm-strikethrough@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-strikethrough"
"micromark-extension-gfm-table@2.1.1","MIT","https://github.com/micromark/micromark-extension-gfm-table"
"micromark-extension-gfm-tagfilter@2.0.0","MIT","https://github.com/micromark/micromark-extension-gfm-tagfilter"
"micromark-extension-gfm-task-list-item@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-task-list-item"
"micromark-extension-gfm@3.0.0","MIT","https://github.com/micromark/micromark-extension-gfm"
"micromark-factory-destination@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"micromark-factory-label@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"micromark-factory-space@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"micromark-factory-title@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"micromark-factory-whitespace@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"micromark-util-character@2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"micromark-util-chunked@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"micromark-util-classify-character@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"micromark-util-combine-extensions@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"micromark-util-decode-numeric-character-reference@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"micromark-util-decode-string@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"micromark-util-encode@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"micromark-util-html-tag-name@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"micromark-util-normalize-identifier@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"micromark-util-resolve-all@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"micromark-util-sanitize-uri@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"micromark-util-subtokenize@2.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"micromark-util-symbol@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"micromark-util-types@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"micromark@4.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"microsandbox@0.6.6","Apache-2.0",""
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@3.0.2","MIT","https://github.com/jshttp/mime-types"
"mimic-response@3.1.0","MIT","https://github.com/sindresorhus/mimic-response"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mkdirp-classic@0.5.3","MIT","https://github.com/mafintosh/mkdirp-classic"
"monaco-editor@0.55.1","MIT","https://github.com/microsoft/monaco-editor"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"napi-build-utils@2.0.0","MIT","https://github.com/inspiredware/napi-build-utils"
"negotiator@1.0.0","MIT","https://github.com/jshttp/negotiator"
"node-abi@3.92.0","MIT","https://github.com/electron/node-abi"
"node-addon-api@7.1.1","MIT","https://github.com/nodejs/node-addon-api"
"node-domexception@1.0.0","MIT","https://github.com/jimmywarting/node-domexception"
"node-fetch@3.3.2","MIT","https://github.com/node-fetch/node-fetch"
"node-pty@1.1.0","MIT","https://github.com/microsoft/node-pty"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"openai@6.26.0","Apache-2.0","https://github.com/openai/openai-node"
"p-retry@4.6.2","MIT","https://github.com/sindresorhus/p-retry"
"package-manager-detector@1.6.0","MIT","https://github.com/antfu-collective/package-manager-detector"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse5@7.3.0","MIT","https://github.com/inikulin/parse5"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"partial-json@0.1.7","MIT","https://github.com/promplate/partial-json-parser-js"
"path-data-parser@0.1.0","MIT","https://github.com/pshihn/path-data-parser"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@8.4.2","MIT","https://github.com/pillarjs/path-to-regexp"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"pkce-challenge@5.0.1","MIT","https://github.com/crouchcd/pkce-challenge"
"points-on-curve@0.2.0","MIT","https://github.com/pshihn/bezier-points"
"points-on-path@0.2.1","MIT","https://github.com/pshihn/points-on-path"
"prebuild-install@7.1.3","MIT","https://github.com/prebuild/prebuild-install"
"property-information@7.2.0","MIT","https://github.com/wooorm/property-information"
"protobufjs@7.6.5","BSD-3-Clause","https://github.com/protobufjs/protobuf.js"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"pump@3.0.4","MIT","https://github.com/mafintosh/pump"
"qs@6.15.2","BSD-3-Clause","https://github.com/ljharb/qs"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@3.0.2","MIT","https://github.com/stream-utils/raw-body"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","https://github.com/dominictarr/rc"
"react-diff-viewer-continued@4.3.0","MIT","https://github.com/Aeolun/react-diff-viewer-continued"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-markdown@10.1.0","MIT","https://github.com/remarkjs/react-markdown"
"react@18.3.1","MIT","https://github.com/facebook/react"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"rehype-harden@1.1.8","MIT","https://github.com/vercel-labs/markdown-sanitizers"
"rehype-highlight@7.0.2","MIT","https://github.com/rehypejs/rehype-highlight"
"rehype-raw@7.0.0","MIT","https://github.com/rehypejs/rehype-raw"
"rehype-sanitize@6.0.0","MIT","https://github.com/rehypejs/rehype-sanitize"
"remark-gfm@4.0.1","MIT","https://github.com/remarkjs/remark-gfm"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.2","MIT","https://github.com/remarkjs/remark-rehype"
"remark-stringify@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-stringify"
"remend@1.3.0","Apache-2.0","https://github.com/vercel/streamdown"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.12","MIT","https://github.com/browserify/resolve"
"retry@0.13.1","MIT","https://github.com/tim-kos/node-retry"
"robust-predicates@3.0.3","Unlicense","https://github.com/mourner/robust-predicates"
"roughjs@4.6.6","MIT","https://github.com/pshihn/rough"
"router@2.2.0","MIT","https://github.com/pillarjs/router"
"rw@1.3.3","BSD-3-Clause","https://github.com/mbostock/rw"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.6.0","BlueOak-1.0.0","https://github.com/isaacs/sax-js"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"semver@7.7.4","ISC","https://github.com/npm/node-semver"
"semver@7.8.1","ISC","https://github.com/npm/node-semver"
"send@1.2.1","MIT","https://github.com/pillarjs/send"
"serve-static@2.2.1","MIT","https://github.com/expressjs/serve-static"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.1","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"simple-concat@1.0.1","MIT","https://github.com/feross/simple-concat"
"simple-get@4.0.1","MIT","https://github.com/feross/simple-get"
"smol-toml@1.7.0","BSD-3-Clause","https://github.com/squirrelchat/smol-toml"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"space-separated-tokens@2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"state-local@1.0.7","MIT","https://github.com/suren-atoyan/state-local"
"statuses@2.0.2","MIT","https://github.com/jshttp/statuses"
"streamdown@2.5.0","Apache-2.0","https://github.com/vercel/streamdown"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"stringify-entities@4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"style-to-js@1.1.21","MIT","https://github.com/remarkablemark/style-to-js"
"style-to-object@1.0.14","MIT","https://github.com/remarkablemark/style-to-object"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"stylis@4.4.0","MIT","https://github.com/thysultan/stylis.js"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tailwind-merge@3.6.0","MIT","https://github.com/dcastil/tailwind-merge"
"tar-fs@2.1.4","MIT","https://github.com/mafintosh/tar-fs"
"tar-stream@2.2.0","MIT","https://github.com/mafintosh/tar-stream"
"tiny-typed-emitter@2.1.0","MIT","https://github.com/binier/tiny-typed-emitter"
"tinyexec@1.2.4","MIT","https://github.com/tinylibs/tinyexec"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"trim-lines@3.0.1","MIT","https://github.com/wooorm/trim-lines"
"trough@2.2.0","MIT","https://github.com/wooorm/trough"
"ts-algebra@2.0.0","MIT","https://github.com/ThomasAribart/ts-algebra"
"ts-dedent@2.3.0","MIT","https://github.com/tamino-martinius/node-ts-dedent"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"tunnel-agent@0.6.0","Apache-2.0","https://github.com/mikeal/tunnel-agent"
"type-is@2.1.0","MIT","https://github.com/jshttp/type-is"
"typebox@1.1.38","MIT","https://github.com/sinclairzx81/typebox"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"unified@11.0.5","MIT","https://github.com/unifiedjs/unified"
"unist-util-find-after@5.0.0","MIT","https://github.com/syntax-tree/unist-util-find-after"
"unist-util-is@6.0.1","MIT","https://github.com/syntax-tree/unist-util-is"
"unist-util-position@5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"unist-util-stringify-position@4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"unist-util-visit-parents@6.0.2","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"unist-util-visit@5.1.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"uuid@14.0.0","MIT","https://github.com/uuidjs/uuid"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"vfile-location@5.0.3","MIT","https://github.com/vfile/vfile-location"
"vfile-message@4.0.3","MIT","https://github.com/vfile/vfile-message"
"vfile@6.0.3","MIT","https://github.com/vfile/vfile"
"web-namespaces@2.0.1","MIT","https://github.com/wooorm/web-namespaces"
"web-streams-polyfill@3.3.3","MIT","https://github.com/MattiasBuelens/web-streams-polyfill"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.21.0","MIT","https://github.com/websockets/ws"
"yaml@1.10.3","ISC","https://github.com/eemeli/yaml"
"yaml@2.9.0","ISC","https://github.com/eemeli/yaml"
"zod-to-json-schema@3.25.2","ISC","https://github.com/StefanTerdell/zod-to-json-schema"
"zod@4.4.3","MIT","https://github.com/colinhacks/zod"
"zustand@5.0.14","MIT","https://github.com/pmndrs/zustand"
"zwitch@2.0.4","MIT","https://github.com/wooorm/zwitch"
